Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
NPHS2	"PDCN, SRN1"	ENSG00000116218	"NPHS2 stomatin family member, podocin"	Q9NP85	1	179550539-179575952	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	141	"kidney: 248.0"	"Cell type enriched"	"Detected in some"	5	"Collecting duct cells: 35.0"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Podocytes, Stomach - Gastric mucous cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"CAB037267, HPA049486"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 13: Spermatids - Transcription"	1			"CAB037267: AB_261982, HPA049486: AB_2680788"													"unprognostic (6.77e-2)"	"unprognostic (9.71e-2)"	"unprognostic (1.86e-1)"		
SLC12A3	"NCC, NCCT"	ENSG00000070915	"Solute carrier family 12 member 3"	P55017	16	56865207-56915850	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	118	"kidney: 98.9"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 5.8;dendritic cells: 20.8;Glandular and luminal cells: 4.2"	"Cancer enhanced"	"Detected in some"		"renal cancer: 2.5"	"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in single"	20	"plasmacytoid DC: 14.9"	"Lineage enriched"	"Detected in single"	20	"dendritic cells: 14.9"	"Cancer enhanced"	"Detected in some"		"ovarian cancer: 6.3;Uterine cancer: 6.7"	"Kidney - Intercalated cells, Stomach - Parietal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA028748	Enhanced						NA	NA			"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 51: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 28: Dendritic cells - Antigen presentation"				"HPA028748: AB_10603886"	"unprognostic (1.54e-3)"	"unprognostic (7.09e-5)"	"unprognostic (1.35e-1)"	"unprognostic (1.41e-2)"	"unprognostic (2.91e-1)"	"unprognostic (2.38e-4)"	"unprognostic (1.81e-1)"	"unprognostic (9.70e-2)"	"unprognostic (1.34e-1)"	"unprognostic (7.25e-2)"	"unprognostic (6.84e-2)"	"unprognostic (1.83e-1)"	"unprognostic (1.43e-1)"	"unprognostic (2.09e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.40e-2)"	"unprognostic (1.70e-1)"
TMEM207		ENSG00000198398	"Transmembrane protein 207"	Q6UWW9	3	190428655-190449901	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	114	"kidney: 17.1"	"Cell type enriched"	"Detected in single"	38	"Distal tubular cells: 36.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA014332	Uncertain						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 39: Non-specific - Basic cellular processes"	9			"HPA014332: AB_2204907"															"unprognostic (4.81e-2)"		
AQP2		ENSG00000167580	"Aquaporin 2"	P41181	12	49950737-49958878	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	Transport		"Diabetes insipidus, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	91	"kidney: 373.4;seminal vesicle: 205.2"	"Cell type enriched"	"Detected in some"	17	"Collecting duct cells: 3224.6"	"Group enriched"	"Detected in some"	6	"renal cancer: 1.7;stomach cancer: 1.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bile duct cancer: 1.1;Gastric cancer: 1.2"	"Breast - Breast glandular cells (progenitors), Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA046834	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 3: Basal prostatic cells - Lipid metabolism"	33			"HPA046834: AB_2679830"	"unprognostic (2.10e-1)"	"unprognostic (3.77e-2)"	"unprognostic (6.96e-3)"	"unprognostic (4.48e-3)"	"unprognostic (3.60e-2)"			"unprognostic (9.51e-2)"	"unprognostic (2.21e-1)"	"unprognostic (1.43e-2)"	"unprognostic (2.65e-2)"	"unprognostic (7.38e-3)"	"unprognostic (5.92e-2)"	"unprognostic (4.60e-2)"	"unprognostic (2.01e-2)"	"unprognostic (1.11e-1)"	
BHMT	BHMT1	ENSG00000145692	"Betaine--homocysteine S-methyltransferase"	Q93088	5	79111809-79132288	"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		"Methyltransferase, Transferase"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	83	"kidney: 751.2;liver: 1107.8"	"Group enriched"	"Detected in some"	26	"Hepatocytes: 550.2;Proximal tubular cells: 637.2"	"Group enriched"	"Detected in some"	4	"liver cancer: 90.6;renal cancer: 50.4"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gastric cancer: 4.2;Kidney cancer: 1.9"	"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"HPA038285, HPA058310"	Enhanced		Approved	Cytosol			No	NA		10000000		"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 51: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"		Cytosol		"HPA038285: AB_10675791, HPA058310: AB_2683675"	"unprognostic (2.61e-2)"	"unprognostic (4.12e-1)"	"unprognostic (4.45e-1)"	"unprognostic (4.14e-3)"	"unprognostic (5.62e-2)"	"unprognostic (4.14e-1)"	"prognostic favorable (7.32e-4)"	"unprognostic (5.33e-2)"	"unprognostic (1.51e-1)"	"unprognostic (1.13e-1)"	"unprognostic (9.66e-4)"	"unprognostic (6.42e-2)"	"unprognostic (8.26e-3)"	"unprognostic (1.77e-1)"	"unprognostic (3.22e-1)"	"unprognostic (3.60e-2)"	"unprognostic (2.30e-3)"
SLC22A2	OCT2	ENSG00000112499	"Solute carrier family 22 member 2"	O15244	6	160171061-160277638	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	80	"kidney: 148.4"	"Group enriched"	"Detected in some"	7	"Distal tubular cells: 55.3;Proximal tubular cells: 143.4"	"Cancer enriched"	"Detected in single"	493	"renal cancer: 30.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney cancer: 3.4;prostate cancer: 1.3"		"Low region specificity"	"Detected in many"			"Region enhanced"	"Detected in some"		"midbrain: 2.5"	"HPA008549, CAB068236, CAB068237"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"				"CAB068236: AB_2665668, CAB068237: AB_2665669, HPA008549: "	"unprognostic (1.01e-1)"	"unprognostic (3.67e-1)"	"unprognostic (2.26e-1)"	"unprognostic (3.67e-2)"	"unprognostic (4.24e-1)"	"unprognostic (3.33e-1)"	"unprognostic (2.51e-2)"	"unprognostic (3.30e-1)"	"unprognostic (1.42e-2)"	"unprognostic (1.15e-4)"	"unprognostic (1.41e-1)"	"unprognostic (3.68e-1)"	"prognostic favorable (1.85e-7)"	"unprognostic (1.65e-2)"	"unprognostic (8.20e-2)"	"unprognostic (4.11e-1)"	"unprognostic (2.45e-2)"
SLC6A18	"FLJ31236, Xtrp2"	ENSG00000164363	"Solute carrier family 6 member 18"	Q96N87	5	1225381-1246189	"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Neurotransmitter transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	75	"kidney: 7.9"	"Cell type enriched"	"Detected in some"	16	"Proximal tubular cells: 32.2"	"Cancer enriched"	"Detected in single"	44	"renal cancer: 4.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA011885	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA011885: AB_1857198"			"unprognostic (2.02e-1)"										"unprognostic (5.69e-3)"	"unprognostic (2.90e-1)"			
MCCD1		ENSG00000204511	"Mitochondrial coiled-coil domain 1"	P59942	6	31528962-31530232	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	73	"kidney: 79.6"	"Group enriched"	"Detected in some"	36	"Distal tubular cells: 399.5;Proximal tubular cells: 316.3"	"Group enriched"	"Detected in some"	5	"breast cancer: 0.7;endometrial cancer: 0.8;liver cancer: 2.4;renal cancer: 2.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells"					"Not detected"	"Not detected"								"Intracellular and membrane"	"No annotated function"	NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 52: Neurons & Synapses - Synaptic function"		"Cluster 56: Proximal tubular cells - Amino acid metabolism"	20				"unprognostic (1.34e-1)"			"unprognostic (2.39e-2)"			"unprognostic (2.71e-1)"			"unprognostic (3.22e-2)"			"prognostic favorable (1.73e-4)"				
SLC22A11	OAT4	ENSG00000168065	"Solute carrier family 22 member 11"	Q9NSA0	11	64555690-64572875	"FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Antiport, Ion transport, Transport"		"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	71	"epididymis: 10.3;kidney: 30.8;placenta: 32.3"	"Group enriched"	"Detected in some"	33	"Cytotrophoblasts: 628.4;Syncytiotrophoblasts: 1718.7"	"Cancer enriched"	"Detected in some"	4	"renal cancer: 15.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells"					"Not detected"	"Not detected"			HPA026076	Enhanced						NA	NA				"Cluster 57: Lung - Lung function"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 27: Syncytiotrophoblasts - Pregnancy"				"HPA026076: AB_1854756"	"unprognostic (8.21e-5)"	"unprognostic (3.29e-2)"	"unprognostic (3.57e-1)"	"unprognostic (1.57e-1)"	"unprognostic (3.20e-2)"	"unprognostic (4.57e-3)"	"unprognostic (3.48e-1)"	"unprognostic (1.93e-1)"	"unprognostic (4.86e-2)"	"unprognostic (4.51e-2)"	"unprognostic (7.56e-2)"	"unprognostic (1.13e-1)"	"prognostic favorable (3.68e-5)"	"unprognostic (4.62e-2)"	"unprognostic (6.52e-2)"	"unprognostic (3.50e-2)"	"unprognostic (8.24e-3)"
SLC36A2	"PAT2, TRAMD1, tramdorin"	ENSG00000186335	"Solute carrier family 36 member 2"	Q495M3	5	151314972-151347590	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	60	"kidney: 65.1;skeletal muscle: 77.2;tongue: 28.7"	"Group enriched"	"Detected in some"	5	"Proximal tubular cells: 42.5;Skeletal myocytes: 18.5"	"Cancer enriched"	"Detected in single"	9	"renal cancer: 0.5"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skeletal muscle - Skeletal myocytes, Testis - Late spermatids"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"HPA044002, HPA062229"	Enhanced						NA	NA				"Cluster 23: Non-specific - Cellular respiration"	"Cluster 48: Non-specific - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 38: Proximal tubular cells - Transmembrane transport"				"HPA044002: AB_10964214, HPA062229: AB_2684717"	"unprognostic (3.47e-1)"	"unprognostic (3.40e-1)"		"unprognostic (2.26e-2)"	"unprognostic (6.23e-2)"	"unprognostic (8.38e-3)"	"unprognostic (4.66e-3)"	"unprognostic (3.03e-1)"	"unprognostic (7.73e-2)"	"unprognostic (1.92e-2)"	"unprognostic (2.11e-1)"	"unprognostic (1.92e-1)"	"unprognostic (1.20e-3)"	"unprognostic (1.43e-1)"	"unprognostic (1.05e-1)"	"unprognostic (2.18e-1)"	"unprognostic (3.89e-2)"
SLC34A1	"NAPI-3, NPT2, NPTIIa, SLC11, SLC17A2"	ENSG00000131183	"Solute carrier family 34 member 1"	Q06495	5	177379235-177398848	"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	54	"kidney: 149.8"	"Cell type enriched"	"Detected in some"	8	"Proximal tubular cells: 101.4"	"Cancer enriched"	"Detected in single"	12	"renal cancer: 1.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA051255, HPA077175"	Approved		Approved	"Nucleoplasm,Nuclear speckles,Plasma membrane,Mitotic spindle,Cytosol"			Yes	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 47: Leukemia - Hemostasis"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		"Nuclear speckles, Plasma membrane"	"Nucleoplasm, Mitotic spindle, Cytosol"	"HPA051255: AB_2681409, HPA077175: "	"unprognostic (1.17e-1)"	"unprognostic (3.33e-3)"	"unprognostic (1.49e-1)"	"unprognostic (3.49e-2)"		"unprognostic (1.56e-3)"	"unprognostic (2.28e-1)"	"unprognostic (4.50e-2)"	"unprognostic (4.43e-3)"	"unprognostic (1.91e-1)"	"unprognostic (1.14e-1)"	"unprognostic (5.95e-2)"	"unprognostic (1.23e-3)"	"unprognostic (1.38e-1)"	"unprognostic (2.01e-1)"	"unprognostic (1.28e-2)"	"unprognostic (4.66e-2)"
ALDOB		ENSG00000136872	"Aldolase, fructose-bisphosphate B"	P05062	9	101420560-101449664	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	Glycolysis	Lyase	"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	49	"intestine: 6181.0;kidney: 6911.1;liver: 10855.3"	"Cell type enriched"	"Detected in many"	4	"Proximal enterocytes: 21508.9"	"Cancer enriched"	"Detected in many"	31	"liver cancer: 1414.0"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	4	"Gastric cancer: 10.2"	"Kidney - Proximal tubular cells, Liver - Hepatocytes, Stomach - Parietal cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA002198, CAB020827, HPA073201"	Enhanced						NA	NA		560000000		"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 34: Non-specific - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	4			"CAB020827: , HPA002198: AB_1078129, HPA073201: "	"unprognostic (6.58e-3)"	"unprognostic (2.83e-1)"	"unprognostic (1.43e-3)"	"unprognostic (1.03e-1)"	"unprognostic (8.10e-2)"	"unprognostic (1.96e-2)"	"unprognostic (1.44e-3)"	"unprognostic (4.34e-2)"	"unprognostic (4.57e-2)"	"unprognostic (2.66e-1)"	"unprognostic (5.79e-2)"	"unprognostic (7.48e-2)"	"unprognostic (1.66e-2)"	"unprognostic (2.02e-1)"	"unprognostic (2.58e-1)"	"unprognostic (5.19e-2)"	"unprognostic (1.96e-2)"
SLC17A1	"NAPI-1, NPT1"	ENSG00000124568	"Solute carrier family 17 member 1"	Q14916	6	25782915-25832052	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	49	"kidney: 163.0;liver: 47.9"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 12.5;Hepatocytes: 8.7;Proximal tubular cells: 42.1"	"Group enriched"	"Detected in some"	150	"liver cancer: 7.6;renal cancer: 19.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	7	"Kidney cancer: 12.2"	"Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA050513			Uncertain	"Golgi apparatus"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		"Golgi apparatus"		"HPA050513: AB_2681152"			"unprognostic (6.98e-2)"		"unprognostic (2.99e-1)"		"unprognostic (1.03e-1)"				"unprognostic (1.26e-1)"		"unprognostic (2.71e-3)"	"unprognostic (1.32e-1)"	"unprognostic (2.37e-1)"	"unprognostic (4.74e-1)"	
SLC4A9	AE4	ENSG00000113073	"Solute carrier family 4 member 9"	Q96Q91	5	140360194-140375141	"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Anion exchange, Antiport, Ion transport, Transport"			"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	48	"kidney: 34.5"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 3.9;Distal tubular cells: 3.1;Excitatory neurons: 2.3;Inhibitory neurons: 2.3;Oligodendrocyte precursor cells: 1.4;Oligodendrocytes: 6.0;Spermatocytes: 1.7"	"Cancer enriched"	"Detected in single"	8	"renal cancer: 0.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adipose visceral - Mesothelial cells, Kidney - Intercalated cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA051307	Uncertain		Approved	"Vesicles,Plasma membrane,Cytosol"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 51: Oligodendrocytes - Unknown function"		"Plasma membrane, Cytosol"	Vesicles	"HPA051307: AB_2681434"	"unprognostic (1.68e-1)"	"unprognostic (4.22e-2)"	"unprognostic (2.20e-1)"	"unprognostic (1.47e-1)"	"unprognostic (1.10e-1)"	"unprognostic (2.13e-1)"	"unprognostic (1.02e-2)"	"unprognostic (3.28e-3)"	"unprognostic (2.78e-1)"	"unprognostic (2.47e-1)"	"unprognostic (4.78e-2)"	"unprognostic (1.19e-1)"	"unprognostic (4.24e-2)"	"unprognostic (2.99e-2)"	"unprognostic (3.06e-2)"	"unprognostic (5.04e-2)"	"unprognostic (1.82e-2)"
MIOX	ALDRL6	ENSG00000100253	"Myo-inositol oxygenase"	Q9UGB7	22	50486784-50490648	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	47	"kidney: 674.7"	"Cell type enriched"	"Detected in some"	19	"Proximal tubular cells: 4414.6"	"Cancer enriched"	"Detected in many"	16	"renal cancer: 56.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Kidney cancer: 5.5"	"Kidney - Proximal tubular cells, Prostate - Prostate glandular cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA039451, HPA039562"	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 48: Non-specific - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA039451: AB_2676513, HPA039562: AB_2676574"	"unprognostic (2.11e-1)"	"unprognostic (4.32e-2)"	"unprognostic (2.22e-2)"	"unprognostic (1.30e-2)"	"unprognostic (9.83e-2)"	"unprognostic (5.25e-2)"	"unprognostic (1.61e-2)"	"unprognostic (3.84e-3)"	"unprognostic (2.84e-1)"	"unprognostic (4.72e-2)"	"unprognostic (1.85e-2)"	"unprognostic (9.83e-2)"	"prognostic favorable (2.60e-6)"	"unprognostic (1.77e-1)"	"unprognostic (1.50e-1)"	"unprognostic (1.36e-2)"	"unprognostic (2.23e-2)"
AGXT2	AGT2	ENSG00000113492	"Alanine--glyoxylate aminotransferase 2"	Q9BYV1	5	34998101-35048135	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Aminotransferase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	44	"kidney: 200.3;liver: 119.7"	"Group enriched"	"Detected in some"	10	"Hepatocytes: 105.3;Proximal tubular cells: 266.4"	"Group enriched"	"Detected in some"	112	"liver cancer: 9.2;renal cancer: 12.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA037382	Enhanced						NA	NA		13000		"Cluster 1: Liver & Kidney - Metabolism"		"Cluster 18: Liver cancer - Metabolism"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA037382: AB_10670851"	"unprognostic (2.61e-1)"						"unprognostic (1.40e-2)"						"prognostic favorable (7.47e-4)"	"unprognostic (8.24e-2)"	"unprognostic (1.28e-1)"		
